table_schema,table_name,column_name,data_type,is_nullable,column_default
auth,audit_log_entries,instance_id,uuid,YES,null
auth,audit_log_entries,id,uuid,NO,null
auth,audit_log_entries,payload,json,YES,null
auth,audit_log_entries,created_at,timestamp with time zone,YES,null
auth,audit_log_entries,ip_address,character varying,NO,''::character varying
auth,flow_state,id,uuid,NO,null
auth,flow_state,user_id,uuid,YES,null
auth,flow_state,auth_code,text,NO,null
auth,flow_state,code_challenge_method,USER-DEFINED,NO,null
auth,flow_state,code_challenge,text,NO,null
auth,flow_state,provider_type,text,NO,null
auth,flow_state,provider_access_token,text,YES,null
auth,flow_state,provider_refresh_token,text,YES,null
auth,flow_state,created_at,timestamp with time zone,YES,null
auth,flow_state,updated_at,timestamp with time zone,YES,null
auth,flow_state,authentication_method,text,NO,null
auth,flow_state,auth_code_issued_at,timestamp with time zone,YES,null
auth,identities,provider_id,text,NO,null
auth,identities,user_id,uuid,NO,null
auth,identities,identity_data,jsonb,NO,null
auth,identities,provider,text,NO,null
auth,identities,last_sign_in_at,timestamp with time zone,YES,null
auth,identities,created_at,timestamp with time zone,YES,null
auth,identities,updated_at,timestamp with time zone,YES,null
auth,identities,email,text,YES,null
auth,identities,id,uuid,NO,gen_random_uuid()
auth,instances,id,uuid,NO,null
auth,instances,uuid,uuid,YES,null
auth,instances,raw_base_config,text,YES,null
auth,instances,created_at,timestamp with time zone,YES,null
auth,instances,updated_at,timestamp with time zone,YES,null
auth,mfa_amr_claims,session_id,uuid,NO,null
auth,mfa_amr_claims,created_at,timestamp with time zone,NO,null
auth,mfa_amr_claims,updated_at,timestamp with time zone,NO,null
auth,mfa_amr_claims,authentication_method,text,NO,null
auth,mfa_amr_claims,id,uuid,NO,null
auth,mfa_challenges,id,uuid,NO,null
auth,mfa_challenges,factor_id,uuid,NO,null
auth,mfa_challenges,created_at,timestamp with time zone,NO,null
auth,mfa_challenges,verified_at,timestamp with time zone,YES,null
auth,mfa_challenges,ip_address,inet,NO,null
auth,mfa_challenges,otp_code,text,YES,null
auth,mfa_challenges,web_authn_session_data,jsonb,YES,null
auth,mfa_factors,id,uuid,NO,null
auth,mfa_factors,user_id,uuid,NO,null
auth,mfa_factors,friendly_name,text,YES,null
auth,mfa_factors,factor_type,USER-DEFINED,NO,null
auth,mfa_factors,status,USER-DEFINED,NO,null
auth,mfa_factors,created_at,timestamp with time zone,NO,null
auth,mfa_factors,updated_at,timestamp with time zone,NO,null
auth,mfa_factors,secret,text,YES,null
auth,mfa_factors,phone,text,YES,null
auth,mfa_factors,last_challenged_at,timestamp with time zone,YES,null
auth,mfa_factors,web_authn_credential,jsonb,YES,null
auth,mfa_factors,web_authn_aaguid,uuid,YES,null
auth,mfa_factors,last_webauthn_challenge_data,jsonb,YES,null
auth,oauth_authorizations,id,uuid,NO,null
auth,oauth_authorizations,authorization_id,text,NO,null
auth,oauth_authorizations,client_id,uuid,NO,null
auth,oauth_authorizations,user_id,uuid,YES,null
auth,oauth_authorizations,redirect_uri,text,NO,null
auth,oauth_authorizations,scope,text,NO,null
auth,oauth_authorizations,state,text,YES,null
auth,oauth_authorizations,resource,text,YES,null
auth,oauth_authorizations,code_challenge,text,YES,null
auth,oauth_authorizations,code_challenge_method,USER-DEFINED,YES,null
auth,oauth_authorizations,response_type,USER-DEFINED,NO,'code'::auth.oauth_response_type
auth,oauth_authorizations,status,USER-DEFINED,NO,'pending'::auth.oauth_authorization_status
auth,oauth_authorizations,authorization_code,text,YES,null
auth,oauth_authorizations,created_at,timestamp with time zone,NO,now()
auth,oauth_authorizations,expires_at,timestamp with time zone,NO,(now() + '00:03:00'::interval)
auth,oauth_authorizations,approved_at,timestamp with time zone,YES,null
auth,oauth_clients,id,uuid,NO,null
auth,oauth_clients,client_secret_hash,text,YES,null
auth,oauth_clients,registration_type,USER-DEFINED,NO,null
auth,oauth_clients,redirect_uris,text,NO,null
auth,oauth_clients,grant_types,text,NO,null
auth,oauth_clients,client_name,text,YES,null
auth,oauth_clients,client_uri,text,YES,null
auth,oauth_clients,logo_uri,text,YES,null
auth,oauth_clients,created_at,timestamp with time zone,NO,now()
auth,oauth_clients,updated_at,timestamp with time zone,NO,now()
auth,oauth_clients,deleted_at,timestamp with time zone,YES,null
auth,oauth_clients,client_type,USER-DEFINED,NO,'confidential'::auth.oauth_client_type
auth,oauth_consents,id,uuid,NO,null
auth,oauth_consents,user_id,uuid,NO,null
auth,oauth_consents,client_id,uuid,NO,null
auth,oauth_consents,scopes,text,NO,null
auth,oauth_consents,granted_at,timestamp with time zone,NO,now()
auth,oauth_consents,revoked_at,timestamp with time zone,YES,null
auth,one_time_tokens,id,uuid,NO,null
auth,one_time_tokens,user_id,uuid,NO,null
auth,one_time_tokens,token_type,USER-DEFINED,NO,null
auth,one_time_tokens,token_hash,text,NO,null
auth,one_time_tokens,relates_to,text,NO,null
auth,one_time_tokens,created_at,timestamp without time zone,NO,now()
auth,one_time_tokens,updated_at,timestamp without time zone,NO,now()
auth,refresh_tokens,instance_id,uuid,YES,null
auth,refresh_tokens,id,bigint,NO,nextval('auth.refresh_tokens_id_seq'::regclass)
auth,refresh_tokens,token,character varying,YES,null
auth,refresh_tokens,user_id,character varying,YES,null
auth,refresh_tokens,revoked,boolean,YES,null
auth,refresh_tokens,created_at,timestamp with time zone,YES,null
auth,refresh_tokens,updated_at,timestamp with time zone,YES,null
auth,refresh_tokens,parent,character varying,YES,null
auth,refresh_tokens,session_id,uuid,YES,null
auth,saml_providers,id,uuid,NO,null
auth,saml_providers,sso_provider_id,uuid,NO,null
auth,saml_providers,entity_id,text,NO,null
auth,saml_providers,metadata_xml,text,NO,null
auth,saml_providers,metadata_url,text,YES,null
auth,saml_providers,attribute_mapping,jsonb,YES,null
auth,saml_providers,created_at,timestamp with time zone,YES,null
auth,saml_providers,updated_at,timestamp with time zone,YES,null
auth,saml_providers,name_id_format,text,YES,null
auth,saml_relay_states,id,uuid,NO,null
auth,saml_relay_states,sso_provider_id,uuid,NO,null
auth,saml_relay_states,request_id,text,NO,null
auth,saml_relay_states,for_email,text,YES,null
auth,saml_relay_states,redirect_to,text,YES,null
auth,saml_relay_states,created_at,timestamp with time zone,YES,null
auth,saml_relay_states,updated_at,timestamp with time zone,YES,null
auth,saml_relay_states,flow_state_id,uuid,YES,null
auth,schema_migrations,version,character varying,NO,null
auth,sessions,id,uuid,NO,null
auth,sessions,user_id,uuid,NO,null
auth,sessions,created_at,timestamp with time zone,YES,null
auth,sessions,updated_at,timestamp with time zone,YES,null
auth,sessions,factor_id,uuid,YES,null
auth,sessions,aal,USER-DEFINED,YES,null
auth,sessions,not_after,timestamp with time zone,YES,null
auth,sessions,refreshed_at,timestamp without time zone,YES,null
auth,sessions,user_agent,text,YES,null
auth,sessions,ip,inet,YES,null
auth,sessions,tag,text,YES,null
auth,sessions,oauth_client_id,uuid,YES,null
auth,sessions,refresh_token_hmac_key,text,YES,null
auth,sessions,refresh_token_counter,bigint,YES,null
auth,sso_domains,id,uuid,NO,null
auth,sso_domains,sso_provider_id,uuid,NO,null
auth,sso_domains,domain,text,NO,null
auth,sso_domains,created_at,timestamp with time zone,YES,null
auth,sso_domains,updated_at,timestamp with time zone,YES,null
auth,sso_providers,id,uuid,NO,null
auth,sso_providers,resource_id,text,YES,null
auth,sso_providers,created_at,timestamp with time zone,YES,null
auth,sso_providers,updated_at,timestamp with time zone,YES,null
auth,sso_providers,disabled,boolean,YES,null
auth,users,instance_id,uuid,YES,null
auth,users,id,uuid,NO,null
auth,users,aud,character varying,YES,null
auth,users,role,character varying,YES,null
auth,users,email,character varying,YES,null
auth,users,encrypted_password,character varying,YES,null
auth,users,email_confirmed_at,timestamp with time zone,YES,null
auth,users,invited_at,timestamp with time zone,YES,null
auth,users,confirmation_token,character varying,YES,null
auth,users,confirmation_sent_at,timestamp with time zone,YES,null
auth,users,recovery_token,character varying,YES,null
auth,users,recovery_sent_at,timestamp with time zone,YES,null
auth,users,email_change_token_new,character varying,YES,null
auth,users,email_change,character varying,YES,null
auth,users,email_change_sent_at,timestamp with time zone,YES,null
auth,users,last_sign_in_at,timestamp with time zone,YES,null
auth,users,raw_app_meta_data,jsonb,YES,null
auth,users,raw_user_meta_data,jsonb,YES,null
auth,users,is_super_admin,boolean,YES,null
auth,users,created_at,timestamp with time zone,YES,null
auth,users,updated_at,timestamp with time zone,YES,null
auth,users,phone,text,YES,NULL::character varying
auth,users,phone_confirmed_at,timestamp with time zone,YES,null
auth,users,phone_change,text,YES,''::character varying
auth,users,phone_change_token,character varying,YES,''::character varying
auth,users,phone_change_sent_at,timestamp with time zone,YES,null
auth,users,confirmed_at,timestamp with time zone,YES,null
auth,users,email_change_token_current,character varying,YES,''::character varying
auth,users,email_change_confirm_status,smallint,YES,0
auth,users,banned_until,timestamp with time zone,YES,null
auth,users,reauthentication_token,character varying,YES,''::character varying
auth,users,reauthentication_sent_at,timestamp with time zone,YES,null
auth,users,is_sso_user,boolean,NO,false
auth,users,deleted_at,timestamp with time zone,YES,null
auth,users,is_anonymous,boolean,NO,false
extensions,pg_stat_statements,userid,oid,YES,null
extensions,pg_stat_statements,dbid,oid,YES,null
extensions,pg_stat_statements,toplevel,boolean,YES,null
extensions,pg_stat_statements,queryid,bigint,YES,null
extensions,pg_stat_statements,query,text,YES,null
extensions,pg_stat_statements,plans,bigint,YES,null
extensions,pg_stat_statements,total_plan_time,double precision,YES,null
extensions,pg_stat_statements,min_plan_time,double precision,YES,null
extensions,pg_stat_statements,max_plan_time,double precision,YES,null
extensions,pg_stat_statements,mean_plan_time,double precision,YES,null
extensions,pg_stat_statements,stddev_plan_time,double precision,YES,null
extensions,pg_stat_statements,calls,bigint,YES,null
extensions,pg_stat_statements,total_exec_time,double precision,YES,null
extensions,pg_stat_statements,min_exec_time,double precision,YES,null
extensions,pg_stat_statements,max_exec_time,double precision,YES,null
extensions,pg_stat_statements,mean_exec_time,double precision,YES,null
extensions,pg_stat_statements,stddev_exec_time,double precision,YES,null
extensions,pg_stat_statements,rows,bigint,YES,null
extensions,pg_stat_statements,shared_blks_hit,bigint,YES,null
extensions,pg_stat_statements,shared_blks_read,bigint,YES,null
extensions,pg_stat_statements,shared_blks_dirtied,bigint,YES,null
extensions,pg_stat_statements,shared_blks_written,bigint,YES,null
extensions,pg_stat_statements,local_blks_hit,bigint,YES,null
extensions,pg_stat_statements,local_blks_read,bigint,YES,null
extensions,pg_stat_statements,local_blks_dirtied,bigint,YES,null
extensions,pg_stat_statements,local_blks_written,bigint,YES,null
extensions,pg_stat_statements,temp_blks_read,bigint,YES,null
extensions,pg_stat_statements,temp_blks_written,bigint,YES,null
extensions,pg_stat_statements,shared_blk_read_time,double precision,YES,null
extensions,pg_stat_statements,shared_blk_write_time,double precision,YES,null
extensions,pg_stat_statements,local_blk_read_time,double precision,YES,null
extensions,pg_stat_statements,local_blk_write_time,double precision,YES,null
extensions,pg_stat_statements,temp_blk_read_time,double precision,YES,null
extensions,pg_stat_statements,temp_blk_write_time,double precision,YES,null
extensions,pg_stat_statements,wal_records,bigint,YES,null
extensions,pg_stat_statements,wal_fpi,bigint,YES,null
extensions,pg_stat_statements,wal_bytes,numeric,YES,null
extensions,pg_stat_statements,jit_functions,bigint,YES,null
extensions,pg_stat_statements,jit_generation_time,double precision,YES,null
extensions,pg_stat_statements,jit_inlining_count,bigint,YES,null
extensions,pg_stat_statements,jit_inlining_time,double precision,YES,null
extensions,pg_stat_statements,jit_optimization_count,bigint,YES,null
extensions,pg_stat_statements,jit_optimization_time,double precision,YES,null
extensions,pg_stat_statements,jit_emission_count,bigint,YES,null
extensions,pg_stat_statements,jit_emission_time,double precision,YES,null
extensions,pg_stat_statements,jit_deform_count,bigint,YES,null
extensions,pg_stat_statements,jit_deform_time,double precision,YES,null
extensions,pg_stat_statements,stats_since,timestamp with time zone,YES,null
extensions,pg_stat_statements,minmax_stats_since,timestamp with time zone,YES,null
extensions,pg_stat_statements_info,dealloc,bigint,YES,null
extensions,pg_stat_statements_info,stats_reset,timestamp with time zone,YES,null
information_schema,_pg_foreign_data_wrappers,oid,oid,YES,null
information_schema,_pg_foreign_data_wrappers,fdwowner,oid,YES,null
information_schema,_pg_foreign_data_wrappers,fdwoptions,ARRAY,YES,null
information_schema,_pg_foreign_data_wrappers,foreign_data_wrapper_catalog,name,YES,null
information_schema,_pg_foreign_data_wrappers,foreign_data_wrapper_name,name,YES,null
information_schema,_pg_foreign_data_wrappers,authorization_identifier,name,YES,null
information_schema,_pg_foreign_data_wrappers,foreign_data_wrapper_language,character varying,YES,null
information_schema,_pg_foreign_servers,oid,oid,YES,null
information_schema,_pg_foreign_servers,srvoptions,ARRAY,YES,null
information_schema,_pg_foreign_servers,foreign_server_catalog,name,YES,null
information_schema,_pg_foreign_servers,foreign_server_name,name,YES,null
information_schema,_pg_foreign_servers,foreign_data_wrapper_catalog,name,YES,null
information_schema,_pg_foreign_servers,foreign_data_wrapper_name,name,YES,null
information_schema,_pg_foreign_servers,foreign_server_type,character varying,YES,null
information_schema,_pg_foreign_servers,foreign_server_version,character varying,YES,null
information_schema,_pg_foreign_servers,authorization_identifier,name,YES,null
information_schema,_pg_foreign_table_columns,nspname,name,YES,null
information_schema,_pg_foreign_table_columns,relname,name,YES,null
information_schema,_pg_foreign_table_columns,attname,name,YES,null
information_schema,_pg_foreign_table_columns,attfdwoptions,ARRAY,YES,null
information_schema,_pg_foreign_tables,foreign_table_catalog,name,YES,null
information_schema,_pg_foreign_tables,foreign_table_schema,name,YES,null
information_schema,_pg_foreign_tables,foreign_table_name,name,YES,null
information_schema,_pg_foreign_tables,ftoptions,ARRAY,YES,null
information_schema,_pg_foreign_tables,foreign_server_catalog,name,YES,null
information_schema,_pg_foreign_tables,foreign_server_name,name,YES,null
information_schema,_pg_foreign_tables,authorization_identifier,name,YES,null
information_schema,_pg_user_mappings,oid,oid,YES,null
information_schema,_pg_user_mappings,umoptions,ARRAY,YES,null
information_schema,_pg_user_mappings,umuser,oid,YES,null
information_schema,_pg_user_mappings,authorization_identifier,name,YES,null
information_schema,_pg_user_mappings,foreign_server_catalog,name,YES,null
information_schema,_pg_user_mappings,foreign_server_name,name,YES,null
information_schema,_pg_user_mappings,srvowner,name,YES,null
information_schema,administrable_role_authorizations,grantee,name,YES,null
information_schema,administrable_role_authorizations,role_name,name,YES,null
information_schema,administrable_role_authorizations,is_grantable,character varying,YES,null
information_schema,applicable_roles,grantee,name,YES,null
information_schema,applicable_roles,role_name,name,YES,null
information_schema,applicable_roles,is_grantable,character varying,YES,null
information_schema,attributes,udt_catalog,name,YES,null
information_schema,attributes,udt_schema,name,YES,null
information_schema,attributes,udt_name,name,YES,null
information_schema,attributes,attribute_name,name,YES,null
information_schema,attributes,ordinal_position,integer,YES,null
information_schema,attributes,attribute_default,character varying,YES,null
information_schema,attributes,is_nullable,character varying,YES,null
information_schema,attributes,data_type,character varying,YES,null
information_schema,attributes,character_maximum_length,integer,YES,null
information_schema,attributes,character_octet_length,integer,YES,null
information_schema,attributes,character_set_catalog,name,YES,null
information_schema,attributes,character_set_schema,name,YES,null
information_schema,attributes,character_set_name,name,YES,null
information_schema,attributes,collation_catalog,name,YES,null
information_schema,attributes,collation_schema,name,YES,null
information_schema,attributes,collation_name,name,YES,null
information_schema,attributes,numeric_precision,integer,YES,null
information_schema,attributes,numeric_precision_radix,integer,YES,null
information_schema,attributes,numeric_scale,integer,YES,null
information_schema,attributes,datetime_precision,integer,YES,null
information_schema,attributes,interval_type,character varying,YES,null
information_schema,attributes,interval_precision,integer,YES,null
information_schema,attributes,attribute_udt_catalog,name,YES,null
information_schema,attributes,attribute_udt_schema,name,YES,null
information_schema,attributes,attribute_udt_name,name,YES,null
information_schema,attributes,scope_catalog,name,YES,null
information_schema,attributes,scope_schema,name,YES,null
information_schema,attributes,scope_name,name,YES,null
information_schema,attributes,maximum_cardinality,integer,YES,null
information_schema,attributes,dtd_identifier,name,YES,null
information_schema,attributes,is_derived_reference_attribute,character varying,YES,null
information_schema,character_sets,character_set_catalog,name,YES,null
information_schema,character_sets,character_set_schema,name,YES,null
information_schema,character_sets,character_set_name,name,YES,null
information_schema,character_sets,character_repertoire,name,YES,null
information_schema,character_sets,form_of_use,name,YES,null
information_schema,character_sets,default_collate_catalog,name,YES,null
information_schema,character_sets,default_collate_schema,name,YES,null
information_schema,character_sets,default_collate_name,name,YES,null
information_schema,check_constraint_routine_usage,constraint_catalog,name,YES,null
information_schema,check_constraint_routine_usage,constraint_schema,name,YES,null
information_schema,check_constraint_routine_usage,constraint_name,name,YES,null
information_schema,check_constraint_routine_usage,specific_catalog,name,YES,null
information_schema,check_constraint_routine_usage,specific_schema,name,YES,null
information_schema,check_constraint_routine_usage,specific_name,name,YES,null
information_schema,check_constraints,constraint_catalog,name,YES,null
information_schema,check_constraints,constraint_schema,name,YES,null
information_schema,check_constraints,constraint_name,name,YES,null
information_schema,check_constraints,check_clause,character varying,YES,null
information_schema,collation_character_set_applicability,collation_catalog,name,YES,null
information_schema,collation_character_set_applicability,collation_schema,name,YES,null
information_schema,collation_character_set_applicability,collation_name,name,YES,null
information_schema,collation_character_set_applicability,character_set_catalog,name,YES,null
information_schema,collation_character_set_applicability,character_set_schema,name,YES,null
information_schema,collation_character_set_applicability,character_set_name,name,YES,null
information_schema,collations,collation_catalog,name,YES,null
information_schema,collations,collation_schema,name,YES,null
information_schema,collations,collation_name,name,YES,null
information_schema,collations,pad_attribute,character varying,YES,null
information_schema,column_column_usage,table_catalog,name,YES,null
information_schema,column_column_usage,table_schema,name,YES,null
information_schema,column_column_usage,table_name,name,YES,null
information_schema,column_column_usage,column_name,name,YES,null
information_schema,column_column_usage,dependent_column,name,YES,null
information_schema,column_domain_usage,domain_catalog,name,YES,null
information_schema,column_domain_usage,domain_schema,name,YES,null
information_schema,column_domain_usage,domain_name,name,YES,null
information_schema,column_domain_usage,table_catalog,name,YES,null
information_schema,column_domain_usage,table_schema,name,YES,null
information_schema,column_domain_usage,table_name,name,YES,null
information_schema,column_domain_usage,column_name,name,YES,null
information_schema,column_options,table_catalog,name,YES,null
information_schema,column_options,table_schema,name,YES,null
information_schema,column_options,table_name,name,YES,null
information_schema,column_options,column_name,name,YES,null
information_schema,column_options,option_name,name,YES,null
information_schema,column_options,option_value,character varying,YES,null
information_schema,column_privileges,grantor,name,YES,null
information_schema,column_privileges,grantee,name,YES,null
information_schema,column_privileges,table_catalog,name,YES,null
information_schema,column_privileges,table_schema,name,YES,null
information_schema,column_privileges,table_name,name,YES,null
information_schema,column_privileges,column_name,name,YES,null
information_schema,column_privileges,privilege_type,character varying,YES,null
information_schema,column_privileges,is_grantable,character varying,YES,null
information_schema,column_udt_usage,udt_catalog,name,YES,null
information_schema,column_udt_usage,udt_schema,name,YES,null
information_schema,column_udt_usage,udt_name,name,YES,null
information_schema,column_udt_usage,table_catalog,name,YES,null
information_schema,column_udt_usage,table_schema,name,YES,null
information_schema,column_udt_usage,table_name,name,YES,null
information_schema,column_udt_usage,column_name,name,YES,null
information_schema,columns,table_catalog,name,YES,null
information_schema,columns,table_schema,name,YES,null
information_schema,columns,table_name,name,YES,null
information_schema,columns,column_name,name,YES,null
information_schema,columns,ordinal_position,integer,YES,null
information_schema,columns,column_default,character varying,YES,null
information_schema,columns,is_nullable,character varying,YES,null
information_schema,columns,data_type,character varying,YES,null
information_schema,columns,character_maximum_length,integer,YES,null
information_schema,columns,character_octet_length,integer,YES,null
information_schema,columns,numeric_precision,integer,YES,null
information_schema,columns,numeric_precision_radix,integer,YES,null
information_schema,columns,numeric_scale,integer,YES,null
information_schema,columns,datetime_precision,integer,YES,null
information_schema,columns,interval_type,character varying,YES,null
information_schema,columns,interval_precision,integer,YES,null
information_schema,columns,character_set_catalog,name,YES,null
information_schema,columns,character_set_schema,name,YES,null
information_schema,columns,character_set_name,name,YES,null
information_schema,columns,collation_catalog,name,YES,null
information_schema,columns,collation_schema,name,YES,null
information_schema,columns,collation_name,name,YES,null
information_schema,columns,domain_catalog,name,YES,null
information_schema,columns,domain_schema,name,YES,null
information_schema,columns,domain_name,name,YES,null
information_schema,columns,udt_catalog,name,YES,null
information_schema,columns,udt_schema,name,YES,null
information_schema,columns,udt_name,name,YES,null
information_schema,columns,scope_catalog,name,YES,null
information_schema,columns,scope_schema,name,YES,null
information_schema,columns,scope_name,name,YES,null
information_schema,columns,maximum_cardinality,integer,YES,null
information_schema,columns,dtd_identifier,name,YES,null
information_schema,columns,is_self_referencing,character varying,YES,null
information_schema,columns,is_identity,character varying,YES,null
information_schema,columns,identity_generation,character varying,YES,null
information_schema,columns,identity_start,character varying,YES,null
information_schema,columns,identity_increment,character varying,YES,null
information_schema,columns,identity_maximum,character varying,YES,null
information_schema,columns,identity_minimum,character varying,YES,null
information_schema,columns,identity_cycle,character varying,YES,null
information_schema,columns,is_generated,character varying,YES,null
information_schema,columns,generation_expression,character varying,YES,null
information_schema,columns,is_updatable,character varying,YES,null
information_schema,constraint_column_usage,table_catalog,name,YES,null
information_schema,constraint_column_usage,table_schema,name,YES,null
information_schema,constraint_column_usage,table_name,name,YES,null
information_schema,constraint_column_usage,column_name,name,YES,null
information_schema,constraint_column_usage,constraint_catalog,name,YES,null
information_schema,constraint_column_usage,constraint_schema,name,YES,null
information_schema,constraint_column_usage,constraint_name,name,YES,null
information_schema,constraint_table_usage,table_catalog,name,YES,null
information_schema,constraint_table_usage,table_schema,name,YES,null
information_schema,constraint_table_usage,table_name,name,YES,null
information_schema,constraint_table_usage,constraint_catalog,name,YES,null
information_schema,constraint_table_usage,constraint_schema,name,YES,null
information_schema,constraint_table_usage,constraint_name,name,YES,null
information_schema,data_type_privileges,object_catalog,name,YES,null
information_schema,data_type_privileges,object_schema,name,YES,null
information_schema,data_type_privileges,object_name,name,YES,null
information_schema,data_type_privileges,object_type,character varying,YES,null
information_schema,data_type_privileges,dtd_identifier,name,YES,null
information_schema,domain_constraints,constraint_catalog,name,YES,null
information_schema,domain_constraints,constraint_schema,name,YES,null
information_schema,domain_constraints,constraint_name,name,YES,null
information_schema,domain_constraints,domain_catalog,name,YES,null
information_schema,domain_constraints,domain_schema,name,YES,null
information_schema,domain_constraints,domain_name,name,YES,null
information_schema,domain_constraints,is_deferrable,character varying,YES,null
information_schema,domain_constraints,initially_deferred,character varying,YES,null
information_schema,domain_udt_usage,udt_catalog,name,YES,null
information_schema,domain_udt_usage,udt_schema,name,YES,null
information_schema,domain_udt_usage,udt_name,name,YES,null
information_schema,domain_udt_usage,domain_catalog,name,YES,null
information_schema,domain_udt_usage,domain_schema,name,YES,null
information_schema,domain_udt_usage,domain_name,name,YES,null
information_schema,domains,domain_catalog,name,YES,null
information_schema,domains,domain_schema,name,YES,null
information_schema,domains,domain_name,name,YES,null
information_schema,domains,data_type,character varying,YES,null
information_schema,domains,character_maximum_length,integer,YES,null
information_schema,domains,character_octet_length,integer,YES,null
information_schema,domains,character_set_catalog,name,YES,null
information_schema,domains,character_set_schema,name,YES,null
information_schema,domains,character_set_name,name,YES,null
information_schema,domains,collation_catalog,name,YES,null
information_schema,domains,collation_schema,name,YES,null
information_schema,domains,collation_name,name,YES,null
information_schema,domains,numeric_precision,integer,YES,null
information_schema,domains,numeric_precision_radix,integer,YES,null
information_schema,domains,numeric_scale,integer,YES,null
information_schema,domains,datetime_precision,integer,YES,null
information_schema,domains,interval_type,character varying,YES,null
information_schema,domains,interval_precision,integer,YES,null
information_schema,domains,domain_default,character varying,YES,null
information_schema,domains,udt_catalog,name,YES,null
information_schema,domains,udt_schema,name,YES,null
information_schema,domains,udt_name,name,YES,null
information_schema,domains,scope_catalog,name,YES,null
information_schema,domains,scope_schema,name,YES,null
information_schema,domains,scope_name,name,YES,null
information_schema,domains,maximum_cardinality,integer,YES,null
information_schema,domains,dtd_identifier,name,YES,null
information_schema,element_types,object_catalog,name,YES,null
information_schema,element_types,object_schema,name,YES,null
information_schema,element_types,object_name,name,YES,null
information_schema,element_types,object_type,character varying,YES,null
information_schema,element_types,collection_type_identifier,name,YES,null
information_schema,element_types,data_type,character varying,YES,null
information_schema,element_types,character_maximum_length,integer,YES,null
information_schema,element_types,character_octet_length,integer,YES,null
information_schema,element_types,character_set_catalog,name,YES,null
information_schema,element_types,character_set_schema,name,YES,null
information_schema,element_types,character_set_name,name,YES,null
information_schema,element_types,collation_catalog,name,YES,null
information_schema,element_types,collation_schema,name,YES,null
information_schema,element_types,collation_name,name,YES,null
information_schema,element_types,numeric_precision,integer,YES,null
information_schema,element_types,numeric_precision_radix,integer,YES,null
information_schema,element_types,numeric_scale,integer,YES,null
information_schema,element_types,datetime_precision,integer,YES,null
information_schema,element_types,interval_type,character varying,YES,null
information_schema,element_types,interval_precision,integer,YES,null
information_schema,element_types,udt_catalog,name,YES,null
information_schema,element_types,udt_schema,name,YES,null
information_schema,element_types,udt_name,name,YES,null
information_schema,element_types,scope_catalog,name,YES,null
information_schema,element_types,scope_schema,name,YES,null
information_schema,element_types,scope_name,name,YES,null
information_schema,element_types,maximum_cardinality,integer,YES,null
information_schema,element_types,dtd_identifier,name,YES,null
information_schema,enabled_roles,role_name,name,YES,null
information_schema,foreign_data_wrapper_options,foreign_data_wrapper_catalog,name,YES,null
information_schema,foreign_data_wrapper_options,foreign_data_wrapper_name,name,YES,null
information_schema,foreign_data_wrapper_options,option_name,name,YES,null
information_schema,foreign_data_wrapper_options,option_value,character varying,YES,null
information_schema,foreign_data_wrappers,foreign_data_wrapper_catalog,name,YES,null
information_schema,foreign_data_wrappers,foreign_data_wrapper_name,name,YES,null
information_schema,foreign_data_wrappers,authorization_identifier,name,YES,null
information_schema,foreign_data_wrappers,library_name,character varying,YES,null
information_schema,foreign_data_wrappers,foreign_data_wrapper_language,character varying,YES,null
information_schema,foreign_server_options,foreign_server_catalog,name,YES,null
information_schema,foreign_server_options,foreign_server_name,name,YES,null
information_schema,foreign_server_options,option_name,name,YES,null
information_schema,foreign_server_options,option_value,character varying,YES,null
information_schema,foreign_servers,foreign_server_catalog,name,YES,null
information_schema,foreign_servers,foreign_server_name,name,YES,null
information_schema,foreign_servers,foreign_data_wrapper_catalog,name,YES,null
information_schema,foreign_servers,foreign_data_wrapper_name,name,YES,null
information_schema,foreign_servers,foreign_server_type,character varying,YES,null
information_schema,foreign_servers,foreign_server_version,character varying,YES,null
information_schema,foreign_servers,authorization_identifier,name,YES,null
information_schema,foreign_table_options,foreign_table_catalog,name,YES,null
information_schema,foreign_table_options,foreign_table_schema,name,YES,null
information_schema,foreign_table_options,foreign_table_name,name,YES,null
information_schema,foreign_table_options,option_name,name,YES,null
information_schema,foreign_table_options,option_value,character varying,YES,null
information_schema,foreign_tables,foreign_table_catalog,name,YES,null
information_schema,foreign_tables,foreign_table_schema,name,YES,null
information_schema,foreign_tables,foreign_table_name,name,YES,null
information_schema,foreign_tables,foreign_server_catalog,name,YES,null
information_schema,foreign_tables,foreign_server_name,name,YES,null
information_schema,information_schema_catalog_name,catalog_name,name,YES,null
information_schema,key_column_usage,constraint_catalog,name,YES,null
information_schema,key_column_usage,constraint_schema,name,YES,null
information_schema,key_column_usage,constraint_name,name,YES,null
information_schema,key_column_usage,table_catalog,name,YES,null
information_schema,key_column_usage,table_schema,name,YES,null
information_schema,key_column_usage,table_name,name,YES,null
information_schema,key_column_usage,column_name,name,YES,null
information_schema,key_column_usage,ordinal_position,integer,YES,null
information_schema,key_column_usage,position_in_unique_constraint,integer,YES,null
information_schema,parameters,specific_catalog,name,YES,null
information_schema,parameters,specific_schema,name,YES,null
information_schema,parameters,specific_name,name,YES,null
information_schema,parameters,ordinal_position,integer,YES,null
information_schema,parameters,parameter_mode,character varying,YES,null
information_schema,parameters,is_result,character varying,YES,null
